time,stamp,left_encoder,right_encoder
1.53139181564313E+018,1.53139181565583E+018,20154,19366
1.5313918156735E+018,1.53139181570283E+018,20155,19366
1.53139181572296E+018,1.53139181569214E+018,20154,19366
1.53139181577061E+018,1.53139181572414E+018,20155,19366
1.53139181579135E+018,1.53139181577614E+018,20154,19366
1.53139181586737E+018,1.53139181581114E+018,20154,19366
1.53139181589051E+018,1.53139181587314E+018,20154,19366
1.53139181594573E+018,1.53139181590614E+018,20154,19365
1.53139181599232E+018,1.53139181598114E+018,20154,19366
1.53139181604063E+018,1.53139181601414E+018,20154,19366
1.53139181608251E+018,1.53139181608114E+018,20154,19366
1.53139181613049E+018,1.53139181611414E+018,20154,19366
1.53139181617614E+018,1.53139181614614E+018,20154,19366
1.53139181619594E+018,1.53139181619514E+018,20154,19366
1.53139181624525E+018,1.53139181622814E+018,20154,19366
1.53139181630096E+018,1.53139181626114E+018,20154,19366
1.53139181632189E+018,1.53139181631714E+018,20154,19366
1.53139181637158E+018,1.53139181635014E+018,20154,19366
1.5313918164439E+018,1.53139181638214E+018,20154,19366
1.53139181646785E+018,1.53139181642914E+018,20154,19366
1.53139181652242E+018,1.53139181646214E+018,20154,19366
1.53139181653721E+018,1.53139181653914E+018,20154,19366
1.53139181658741E+018,1.53139181657314E+018,20154,19366
1.53139181664057E+018,1.53139181660814E+018,20154,19366
1.53139181666128E+018,1.53139181666214E+018,20154,19366
1.53139181671055E+018,1.53139181669514E+018,20154,19366
1.53139181676183E+018,1.53139181673014E+018,20154,19366
1.53139181677679E+018,1.53139181677414E+018,20154,19366
1.53139181682519E+018,1.53139181680814E+018,20154,19366
1.53139181688156E+018,1.53139181687014E+018,20154,19366
1.53139181693133E+018,1.53139181690414E+018,20155,19366
1.53139181696409E+018,1.53139181695814E+018,20154,19366
1.53139181705127E+018,1.53139181699114E+018,20154,19366
1.53139181711066E+018,1.53139181702714E+018,20154,19366
1.53139181712768E+018,1.53139181710014E+018,20155,19366
1.53139181718422E+018,1.53139181713214E+018,20155,19366
1.5313918172135E+018,1.53139181721014E+018,20154,19366
1.53139181726866E+018,1.53139181724214E+018,20154,19366
1.53139181732144E+018,1.53139181727514E+018,20154,19366
1.53139181735367E+018,1.53139181733114E+018,20154,19366
1.5313918174014E+018,1.53139181736414E+018,20154,19366
1.53139181744794E+018,1.53139181744214E+018,20154,19366
1.53139181752E+018,1.53139181747514E+018,20155,19366
1.53139181756884E+018,1.53139181750714E+018,20154,19366
1.53139181759372E+018,1.53139181756714E+018,20154,19366
1.53139181764316E+018,1.53139181760014E+018,20154,19366
1.53139181769532E+018,1.53139181768914E+018,20154,19366
1.53139181774684E+018,1.53139181772214E+018,20154,19366
1.53139181779806E+018,1.53139181780114E+018,20154,19366
1.53139181784828E+018,1.53139181783414E+018,20154,19366
1.53139181790061E+018,1.53139181786914E+018,20154,19366
1.53139181791548E+018,1.53139181791714E+018,20159,19366
1.53139181797328E+018,1.53139181795014E+018,20165,19366
1.53139181801975E+018,1.53139181798214E+018,20171,19366
1.53139181804085E+018,1.53139181804014E+018,20180,19366
1.53139181812686E+018,1.53139181807214E+018,20185,19366
1.53139181818167E+018,1.53139181810514E+018,20190,19366
1.5313918182045E+018,1.53139181819714E+018,20206,19366
1.53139181825541E+018,1.53139181822914E+018,20212,19366
1.53139181829507E+018,1.53139181829921E+018,20223,19361
1.53139181834327E+018,1.53139181833221E+018,20229,19350
1.53139181838922E+018,1.53139181836721E+018,20234,19341
1.53139181842284E+018,1.53139181842121E+018,20242,19329
1.53139181847784E+018,1.53139181845521E+018,20247,19320
1.53139181853342E+018,1.53139181853021E+018,20260,19306
1.53139181858581E+018,1.53139181856321E+018,20266,19299
1.53139181866379E+018,1.53139181863921E+018,20278,19285
1.5313918187202E+018,1.53139181867321E+018,20283,19279
1.53139181877098E+018,1.53139181870621E+018,20288,19273
1.53139181879155E+018,1.53139181877321E+018,20299,19263
1.53139181883917E+018,1.53139181880821E+018,20305,19257
1.53139181887002E+018,1.53139181887221E+018,20317,19248
1.53139181892318E+018,1.53139181890721E+018,20324,19242
1.53139181896461E+018,1.53139181894021E+018,20330,19236
1.53139181898538E+018,1.53139181897821E+018,20336,19231
1.53139181904081E+018,1.53139181901121E+018,20342,19225
1.53139181908429E+018,1.53139181908421E+018,20353,19214
1.53139181913369E+018,1.53139181911821E+018,20358,19210
1.53139181921321E+018,1.53139181915021E+018,20362,19206
1.53139181923601E+018,1.53139181921121E+018,20373,19196
1.5313918192817E+018,1.53139181924421E+018,20379,19190
1.53139181932649E+018,1.53139181932021E+018,20392,19177
1.53139181937375E+018,1.53139181935321E+018,20399,19172
1.53139181939842E+018,1.53139181940021E+018,20407,19163
1.53139181945097E+018,1.53139181943321E+018,20411,19159
1.53139181947588E+018,1.53139181948121E+018,20419,19151
1.53139181953094E+018,1.53139181951421E+018,20424,19145
1.53139181957958E+018,1.53139181954621E+018,20430,19140
1.5313918196003E+018,1.53139181960021E+018,20438,19130
1.53139181968418E+018,1.53139181963221E+018,20444,19124
1.53139181972795E+018,1.53139181969821E+018,20456,19113
1.5313918197819E+018,1.53139181973121E+018,20461,19107
1.53139181980224E+018,1.53139181980021E+018,20470,19095
1.53139181985075E+018,1.53139181983321E+018,20475,19091
1.531391819886E+018,1.53139181988721E+018,20484,19083
1.53139181993126E+018,1.53139181991921E+018,20489,19078
1.53139181997923E+018,1.53139181995221E+018,20494,19073
1.53139182000927E+018,1.53139181999221E+018,20500,19066
1.53139182006121E+018,1.53139182002721E+018,20506,19061
1.5313918200838E+018,1.53139182008621E+018,20513,19051
1.53139182015561E+018,1.53139182011921E+018,20517,19047
1.5313918202129E+018,1.53139182015121E+018,20522,19042
1.53139182023331E+018,1.53139182023021E+018,20533,19030
1.53139182028115E+018,1.53139182026321E+018,20539,19024
1.53139182033027E+018,1.53139182032821E+018,20552,19012
1.53139182037813E+018,1.53139182036121E+018,20559,19005
1.53139182042623E+018,1.53139182042421E+018,20570,18994
1.53139182048341E+018,1.53139182045721E+018,20575,18987
1.53139182051494E+018,1.53139182050621E+018,20582,18979
1.5313918205639E+018,1.53139182053821E+018,20587,18973
1.53139182058437E+018,1.53139182058621E+018,20595,18965
1.53139182063911E+018,1.53139182061821E+018,20601,18958
1.53139182071436E+018,1.53139182069521E+018,20616,18945
1.53139182076874E+018,1.53139182072721E+018,20621,18941
1.5313918208027E+018,1.53139182083437E+018,20632,18931
1.53139182084998E+018,1.53139182086637E+018,20637,18926
1.53139182087806E+018,1.53139182091137E+018,20644,18921
1.53139182092405E+018,1.53139182094437E+018,20649,18917
1.5313918209546E+018,1.53139182099037E+018,20658,18911
1.53139182101783E+018,1.53139182102237E+018,20664,18906
1.53139182106974E+018,1.53139182109137E+018,20675,18896
1.53139182114395E+018,1.53139182112337E+018,20680,18891
1.53139182117358E+018,1.53139182117737E+018,20689,18883
1.53139182124873E+018,1.53139182121037E+018,20692,18877
1.53139182127165E+018,1.53139182130737E+018,20708,18860
1.53139182132877E+018,1.53139182134037E+018,20715,18855
1.53139182138354E+018,1.53139182137237E+018,20722,18847
1.53139182140484E+018,1.53139182142937E+018,20732,18837
1.53139182145764E+018,1.53139182146237E+018,20737,18831
1.53139182148667E+018,1.53139182151637E+018,20745,18820
1.53139182153905E+018,1.53139182154937E+018,20749,18814
1.53139182157879E+018,1.53139182161137E+018,20757,18803
1.53139182165982E+018,1.53139182164437E+018,20763,18797
1.53139182171183E+018,1.53139182173137E+018,20779,18783
1.53139182176049E+018,1.53139182176437E+018,20786,18778
1.5313918217819E+018,1.53139182181737E+018,20794,18769
1.53139182183004E+018,1.53139182184937E+018,20799,18763
1.53139182187094E+018,1.53139182190137E+018,20805,18757
1.53139182191894E+018,1.53139182193437E+018,20810,18752
1.53139182194484E+018,1.53139182197837E+018,20816,18745
1.53139182199949E+018,1.53139182201037E+018,20822,18741
1.5313918220315E+018,1.53139182206737E+018,20832,18730
1.5313918220814E+018,1.53139182210037E+018,20838,18726
1.53139182215136E+018,1.53139182216237E+018,20848,18714
1.53139182220974E+018,1.53139182219437E+018,20852,18708
1.53139182223848E+018,1.53139182227537E+018,20865,18694
1.53139182228936E+018,1.53139182230837E+018,20871,18688
1.5313918223352E+018,1.53139182234037E+018,20877,18682
1.53139182235541E+018,1.53139182239137E+018,20887,18673
1.53139182240337E+018,1.53139182242437E+018,20893,18668
1.53139182244508E+018,1.53139182248437E+018,20903,18657
1.53139182250038E+018,1.53139182251737E+018,20908,18652
1.53139182254774E+018,1.53139182254937E+018,20913,18647
1.53139182256963E+018,1.53139182260337E+018,20921,18638
1.53139182266231E+018,1.53139182263837E+018,20927,18633
1.53139182269017E+018,1.53139182271437E+018,20941,18622
1.53139182274595E+018,1.53139182274937E+018,20948,18617
1.5313918227666E+018,1.53139182280737E+018,20957,18608
1.53139182281404E+018,1.53139182284037E+018,20963,18602
1.53139182285893E+018,1.53139182287237E+018,20969,18597
1.53139182287872E+018,1.53139182291837E+018,20975,18589
1.53139182292581E+018,1.53139182295137E+018,20979,18585
1.53139182297587E+018,1.53139182298337E+018,20984,18580
1.53139182299714E+018,1.53139182302837E+018,20991,18573
1.5313918230457E+018,1.53139182306137E+018,20996,18569
1.53139182308234E+018,1.53139182311837E+018,21006,18560
1.53139182316712E+018,1.53139182315137E+018,21011,18553
1.53139182320881E+018,1.53139182318337E+018,21016,18547
1.53139182323266E+018,1.53139182324437E+018,21025,18535
1.53139182328703E+018,1.53139182327937E+018,21031,18529
1.53139182330731E+018,1.53139182332691E+018,21041,18516
1.53139182335555E+018,1.53139182335991E+018,21046,18511
1.53139182340182E+018,1.53139182339191E+018,21053,18506
1.53139182342181E+018,1.53139182344291E+018,21060,18496
1.53139182347933E+018,1.53139182347491E+018,21066,18489
1.53139182352404E+018,1.53139182350791E+018,21071,18484
1.53139182354499E+018,1.53139182356391E+018,21081,18474
1.53139182359502E+018,1.53139182359591E+018,21086,18468
1.53139182364756E+018,1.53139182362891E+018,21090,18464
1.53139182369899E+018,1.53139182367891E+018,21098,18457
1.53139182373941E+018,1.53139182371191E+018,21104,18452
1.53139182378574E+018,1.53139182380091E+018,21119,18438
1.5313918238335E+018,1.53139182383391E+018,21125,18433
1.53139182388039E+018,1.53139182386591E+018,21131,18429
1.5313918239008E+018,1.53139182390191E+018,21137,18423
1.53139182394953E+018,1.53139182393591E+018,21142,18418
1.53139182397559E+018,1.53139182399591E+018,21150,18410
1.53139182402372E+018,1.53139182402891E+018,21157,18406
1.53139182406878E+018,1.53139182406091E+018,21163,18401
1.53139182409059E+018,1.53139182410691E+018,21171,18393
1.53139182414186E+018,1.53139182413991E+018,21177,18387
1.53139182418958E+018,1.53139182420191E+018,21189,18375
1.53139182423923E+018,1.53139182423491E+018,21195,18370
1.53139182429997E+018,1.53139182428591E+018,21203,18360
1.53139182434793E+018,1.53139182431791E+018,21207,18355
1.53139182439578E+018,1.53139182435091E+018,21213,18350
1.53139182441537E+018,1.53139182441491E+018,21224,18338
1.53139182446237E+018,1.53139182444791E+018,21229,18332
1.53139182448223E+018,1.53139182449491E+018,21238,18323
1.53139182453338E+018,1.53139182452991E+018,21243,18317
1.53139182455818E+018,1.53139182457691E+018,21250,18308
1.5313918246027E+018,1.53139182460891E+018,21254,18304
1.53139182463663E+018,1.53139182465291E+018,21260,18298
1.53139182468235E+018,1.53139182468491E+018,21264,18293
1.53139182474839E+018,1.53139182471791E+018,21269,18288
1.53139182477262E+018,1.53139182476591E+018,21276,18280
1.53139182483669E+018,1.53139182479791E+018,21283,18276
1.53139182488456E+018,1.53139182486691E+018,21295,18264
1.53139182493567E+018,1.53139182489891E+018,21301,18259
1.53139182499232E+018,1.53139182498891E+018,21314,18244
1.53139182504557E+018,1.53139182502091E+018,21319,18239
1.53139182506707E+018,1.53139182508591E+018,21329,18228
1.53139182512109E+018,1.53139182511991E+018,21336,18222
1.53139182517889E+018,1.53139182515491E+018,21343,18216
1.53139182519439E+018,1.53139182521091E+018,21353,18204
1.53139182525889E+018,1.53139182524291E+018,21359,18199
1.53139182530654E+018,1.53139182532091E+018,21371,18185
1.53139182536188E+018,1.53139182535391E+018,21374,18180
1.53139182545013E+018,1.53139182544491E+018,21388,18165
1.53139182551426E+018,1.53139182547791E+018,21395,18160
1.53139182554787E+018,1.53139182555991E+018,21411,18148
1.53139182560251E+018,1.53139182559291E+018,21418,18143
1.53139182565955E+018,1.53139182567591E+018,21431,18131
1.53139182571449E+018,1.53139182570891E+018,21435,18127
1.53139182577312E+018,1.53139182574191E+018,21439,18123
1.53139182579573E+018,1.53139182583141E+018,21444,18121
1.53139182584888E+018,1.53139182586341E+018,21445,18120
1.53139182590449E+018,1.53139182592641E+018,21445,18120
1.53139182596809E+018,1.53139182595841E+018,21445,18120
1.53139182599917E+018,1.53139182603241E+018,21446,18120
1.53139182604769E+018,1.53139182606541E+018,21445,18121
1.53139182607531E+018,1.53139182611841E+018,21445,18121
1.53139182612391E+018,1.53139182615141E+018,21446,18120
1.53139182616967E+018,1.53139182618341E+018,21446,18120
1.53139182619101E+018,1.53139182623041E+018,21445,18121
1.53139182625347E+018,1.53139182626541E+018,21445,18121
1.53139182627945E+018,1.53139182631241E+018,21445,18121
1.53139182633419E+018,1.53139182634741E+018,21445,18120
1.53139182635628E+018,1.53139182639941E+018,21445,18120
1.53139182643574E+018,1.53139182643241E+018,21446,18120
1.53139182650929E+018,1.53139182646441E+018,21445,18120
1.53139182652963E+018,1.53139182656341E+018,21445,18120
1.53139182658358E+018,1.53139182659641E+018,21445,18120
1.53139182662643E+018,1.53139182666941E+018,21445,18120
1.53139182667614E+018,1.53139182670141E+018,21445,18120
1.5313918267212E+018,1.53139182673441E+018,21445,18120
1.5313918267412E+018,1.53139182678341E+018,21445,18121
1.53139182679572E+018,1.53139182681741E+018,21445,18120
1.53139182684173E+018,1.53139182684941E+018,21445,18121
1.53139182686298E+018,1.53139182690341E+018,21445,18121
1.53139182692349E+018,1.53139182693541E+018,21445,18120
1.53139182698322E+018,1.53139182696841E+018,21445,18120
1.53139182700509E+018,1.53139182702241E+018,21446,18120
1.53139182705222E+018,1.53139182705541E+018,21445,18120
1.53139182709878E+018,1.53139182713041E+018,21445,18121
1.53139182714642E+018,1.53139182716241E+018,21445,18120
1.53139182717718E+018,1.53139182721941E+018,21446,18120
1.53139182722533E+018,1.53139182725241E+018,21445,18121
1.53139182727651E+018,1.53139182728441E+018,21446,18120
1.53139182729795E+018,1.53139182733541E+018,21445,18121
1.53139182734637E+018,1.53139182736841E+018,21446,18120
1.53139182738637E+018,1.53139182743041E+018,21445,18121
1.53139182746776E+018,1.53139182746241E+018,21445,18120
1.53139182751797E+018,1.53139182749541E+018,21445,18120
1.5313918275386E+018,1.53139182757541E+018,21445,18121
1.53139182758558E+018,1.53139182760741E+018,21445,18120
1.53139182762558E+018,1.53139182766241E+018,21445,18121
1.53139182767523E+018,1.53139182769541E+018,21445,18121
1.53139182769517E+018,1.53139182774141E+018,21445,18120
1.53139182775656E+018,1.53139182777341E+018,21445,18120
1.53139182781298E+018,1.53139182780641E+018,21446,18121
1.53139182783697E+018,1.53139182786841E+018,21445,18120
1.53139182792584E+018,1.53139182790141E+018,21445,18121
1.5313918279791E+018,1.53139182798441E+018,21445,18120
1.5313918280322E+018,1.53139182801641E+018,21445,18121
1.5313918280785E+018,1.53139182811041E+018,21445,18120
1.53139182812953E+018,1.53139182814241E+018,21445,18121
1.53139182817586E+018,1.53139182821141E+018,21445,18120
1.53139182823773E+018,1.53139182824341E+018,21445,18121
1.53139182829341E+018,1.53139182827641E+018,21445,18121
1.53139182831523E+018,1.53139182833641E+018,21446,18120
1.53139182838207E+018,1.53139182838188E+018,21445,18120
1.53139182841394E+018,1.53139182845088E+018,21445,18120
1.53139182847795E+018,1.53139182848288E+018,21446,18120
1.53139182852866E+018,1.53139182857488E+018,21445,18120
1.53139182857949E+018,1.53139182860788E+018,21445,18121
1.53139182863072E+018,1.53139182867588E+018,21445,18120
1.53139182868412E+018,1.53139182870788E+018,21445,18121
1.53139182874713E+018,1.53139182874088E+018,21445,18120
1.53139182876968E+018,1.53139182878588E+018,21445,18121
1.53139182882876E+018,1.53139182881988E+018,21445,18120
1.53139182885302E+018,1.53139182889388E+018,21445,18121
1.53139182893726E+018,1.53139182892588E+018,21445,18120
1.53139182896896E+018,1.53139182901388E+018,21445,18120
1.5313918290239E+018,1.53139182904588E+018,21445,18120
1.53139182905152E+018,1.53139182910488E+018,21446,18121
1.53139182910794E+018,1.53139182913688E+018,21446,18120
1.53139182916058E+018,1.53139182916988E+018,21445,18120
1.531391829182E+018,1.53139182922888E+018,21445,18120
1.53139182924648E+018,1.53139182926088E+018,21445,18120
1.53139182929396E+018,1.53139182934288E+018,21446,18120
1.53139182937134E+018,1.53139182937488E+018,21445,18121
1.53139182942004E+018,1.53139182945988E+018,21445,18121
1.53139182947175E+018,1.53139182949188E+018,21445,18121
1.53139182949179E+018,1.53139182954888E+018,21446,18120
1.5313918295398E+018,1.53139182958088E+018,21445,18121
1.53139182958442E+018,1.53139182961388E+018,21446,18121
1.5313918296048E+018,1.53139182965688E+018,21445,18121
1.53139182965495E+018,1.53139182968888E+018,21445,18121
1.53139182971291E+018,1.53139182974688E+018,21445,18121
1.53139182976491E+018,1.53139182977888E+018,21445,18121
1.53139182978787E+018,1.53139182983988E+018,21445,18121
1.53139182987245E+018,1.53139182987288E+018,21445,18120
1.53139182993802E+018,1.53139182990488E+018,21445,18120
1.53139182996326E+018,1.53139182999688E+018,21445,18120
1.53139183002611E+018,1.53139183002888E+018,21445,18120
1.53139183008213E+018,1.53139183011588E+018,21445,18120
1.5313918301552E+018,1.53139183015088E+018,21445,18121
1.53139183018391E+018,1.53139183022088E+018,21445,18120
1.53139183023951E+018,1.53139183025388E+018,21450,18121
1.53139183028224E+018,1.53139183032088E+018,21511,18162
1.53139183035248E+018,1.53139183035388E+018,21560,18202
1.53139183042493E+018,1.53139183038588E+018,21612,18251
1.53139183045099E+018,1.53139183046488E+018,21756,18388
1.53139183050803E+018,1.53139183049688E+018,21822,18452
1.53139183053458E+018,1.53139183057288E+018,21968,18599
1.53139183059327E+018,1.53139183060588E+018,22032,18663
1.53139183064686E+018,1.53139183068988E+018,22196,18832
1.53139183070636E+018,1.53139183072388E+018,22264,18899
1.53139183079241E+018,1.53139183079688E+018,22409,19044
1.53139183085517E+018,1.53139183083088E+018,22475,19114
1.53139183088308E+018,1.53139183090776E+018,22668,19304
1.53139183094277E+018,1.53139183094176E+018,22736,19375
1.53139183100471E+018,1.53139183102976E+018,22911,19548
1.5313918310627E+018,1.53139183106176E+018,22976,19611
1.53139183112689E+018,1.53139183109476E+018,23040,19675
1.53139183115142E+018,1.53139183115276E+018,23156,19786
1.53139183121094E+018,1.53139183118676E+018,23225,19854
1.53139183125854E+018,1.53139183125176E+018,23353,19985
1.53139183132977E+018,1.53139183128476E+018,23417,20049
1.53139183136254E+018,1.53139183138476E+018,23619,20245
1.53139183142039E+018,1.53139183141776E+018,23682,20309
1.5313918314811E+018,1.53139183144976E+018,23746,20374
1.53139183150702E+018,1.53139183150776E+018,23862,20487
1.53139183156472E+018,1.53139183153976E+018,23925,20551
1.53139183159204E+018,1.53139183160876E+018,24061,20686
1.53139183164557E+018,1.53139183164176E+018,24126,20753
1.53139183170674E+018,1.53139183167376E+018,24191,20817
1.53139183175785E+018,1.53139183172876E+018,24297,20928
1.53139183181467E+018,1.53139183176176E+018,24364,20993
1.5313918318365E+018,1.53139183185676E+018,24549,21183
1.5313918318912E+018,1.53139183189076E+018,24614,21251
1.53139183194588E+018,1.53139183196876E+018,24770,21405
1.53139183200402E+018,1.53139183200176E+018,24834,21469
1.53139183206709E+018,1.53139183203376E+018,24900,21534
1.53139183208889E+018,1.53139183208476E+018,24996,21631
1.53139183213809E+018,1.53139183211876E+018,25065,21699
1.53139183216094E+018,1.53139183218476E+018,25196,21828
1.53139183221443E+018,1.53139183221876E+018,25264,21894
1.53139183229496E+018,1.53139183231576E+018,25455,22082
1.53139183235927E+018,1.53139183234876E+018,25521,22148
1.53139183241791E+018,1.53139183238076E+018,25584,22213
1.53139183244242E+018,1.53139183244876E+018,25718,22344
1.53139183250045E+018,1.53139183248276E+018,25787,22412
1.53139183252368E+018,1.53139183255476E+018,25928,22558
1.53139183258678E+018,1.53139183258776E+018,25991,22622
1.53139183264272E+018,1.53139183262276E+018,26064,22694
1.53139183265898E+018,1.53139183267876E+018,26172,22807
1.53139183271198E+018,1.53139183271176E+018,26236,22870
1.53139183276894E+018,1.53139183277976E+018,26368,23006
1.53139183283138E+018,1.53139183281176E+018,26434,23072
1.53139183287197E+018,1.53139183290576E+018,26621,23257
1.53139183292311E+018,1.53139183293876E+018,26689,23324
1.5313918329711E+018,1.53139183297376E+018,26756,23392
1.53139183299508E+018,1.53139183302276E+018,26852,23491
1.53139183304107E+018,1.53139183305476E+018,26918,23555
1.5313918330838E+018,1.53139183311676E+018,27039,23675
1.53139183313402E+018,1.53139183314976E+018,27103,23742
1.53139183319234E+018,1.53139183318176E+018,27169,23806
1.53139183321376E+018,1.53139183322776E+018,27257,23892
1.53139183326422E+018,1.53139183326076E+018,27324,23957
1.53139183328805E+018,1.53139183332076E+018,27443,24074
1.53139183335957E+018,1.53139183331645E+018,27507,24139
1.53139183341881E+018,1.53139183334845E+018,27572,24202
1.53139183344269E+018,1.53139183342345E+018,27721,24350
1.53139183349308E+018,1.53139183345845E+018,27790,24414
1.53139183354247E+018,1.53139183353345E+018,27940,24565
1.53139183359196E+018,1.53139183356645E+018,28005,24632
1.53139183364574E+018,1.53139183363245E+018,28133,24763
1.53139183369764E+018,1.53139183366645E+018,28202,24830
1.53139183374629E+018,1.53139183373545E+018,28337,24968
1.5313918337967E+018,1.53139183376945E+018,28403,25037
1.53139183384621E+018,1.53139183383545E+018,28535,25170
1.53139183393104E+018,1.53139183387045E+018,28605,25237
1.53139183398085E+018,1.53139183397145E+018,28800,25437
1.53139183403146E+018,1.53139183400445E+018,28867,25503
1.53139183408062E+018,1.53139183403645E+018,28931,25568
1.53139183410142E+018,1.53139183408145E+018,29019,25656
1.53139183415131E+018,1.53139183411645E+018,29087,25722
1.53139183417175E+018,1.53139183417045E+018,29195,25827
1.53139183422131E+018,1.53139183420345E+018,29258,25893
1.53139183427907E+018,1.53139183423545E+018,29323,25956
1.53139183430081E+018,1.53139183429245E+018,29436,26067
1.53139183435105E+018,1.53139183432545E+018,29501,26133
1.53139183442349E+018,1.53139183438245E+018,29613,26244
1.53139183448156E+018,1.53139183441545E+018,29677,26307
1.53139183450858E+018,1.53139183449645E+018,29837,26466
1.53139183455956E+018,1.53139183452945E+018,29904,26533
1.5313918345915E+018,1.53139183458545E+018,30017,26645
1.53139183464235E+018,1.53139183461845E+018,30079,26709
1.53139183469421E+018,1.53139183468045E+018,30201,26833
1.53139183474657E+018,1.53139183471345E+018,30265,26901
1.53139183478264E+018,1.53139183476945E+018,30376,27012
1.53139183483628E+018,1.53139183480145E+018,30442,27078
1.53139183488658E+018,1.53139183487345E+018,30582,27218
1.53139183495479E+018,1.53139183490645E+018,30648,27283
1.53139183500867E+018,1.53139183493845E+018,30713,27350
1.53139183502996E+018,1.53139183500845E+018,30850,27487
1.53139183507849E+018,1.53139183504045E+018,30914,27555
1.53139183509888E+018,1.53139183509545E+018,31023,27661
1.53139183514722E+018,1.53139183512845E+018,31085,27723
1.53139183518818E+018,1.53139183517945E+018,31189,27823
1.53139183524869E+018,1.53139183521245E+018,31253,27887
1.53139183526982E+018,1.53139183526445E+018,31358,27990
1.53139183531934E+018,1.53139183529645E+018,31423,28055
1.5313918353638E+018,1.53139183535745E+018,31543,28172
1.53139183544595E+018,1.53139183538945E+018,31607,28236
1.53139183550035E+018,1.53139183542245E+018,31672,28300
1.53139183552125E+018,1.53139183549545E+018,31818,28445
1.53139183557284E+018,1.53139183552845E+018,31882,28507
1.53139183559356E+018,1.53139183558945E+018,32005,28627
1.53139183564513E+018,1.53139183562145E+018,32068,28693
1.53139183569664E+018,1.53139183567645E+018,32175,28798
1.53139183574606E+018,1.53139183570845E+018,32237,28866
1.53139183576697E+018,1.53139183575845E+018,32335,28966
1.53139183582697E+018,1.53139183579045E+018,32400,29029
1.53139183586375E+018,1.53139183588807E+018,32530,29160
1.53139183591344E+018,1.53139183592107E+018,32596,29227
1.53139183597657E+018,1.53139183598207E+018,32718,29349
1.53139183603746E+018,1.53139183601507E+018,32780,29416
1.53139183606487E+018,1.53139183608707E+018,32922,29557
1.53139183611691E+018,1.53139183612007E+018,32989,29621
1.53139183614327E+018,1.53139183617207E+018,33090,29725
1.53139183619585E+018,1.53139183620407E+018,33154,29786
1.53139183624528E+018,1.53139183623707E+018,33217,29854
1.53139183626531E+018,1.53139183629007E+018,33322,29957
1.53139183632242E+018,1.53139183632207E+018,33386,30020
1.53139183637005E+018,1.53139183638507E+018,33508,30143
1.5313918364427E+018,1.53139183641807E+018,33575,30209
1.5313918364783E+018,1.53139183646507E+018,33667,30298
1.53139183653083E+018,1.53139183649807E+018,33733,30366
1.53139183655925E+018,1.53139183658507E+018,33904,30534
1.53139183661053E+018,1.53139183661707E+018,33972,30597
1.53139183666552E+018,1.53139183665007E+018,34035,30665
1.53139183669204E+018,1.53139183669707E+018,34128,30758
1.53139183674696E+018,1.53139183673107E+018,34194,30824
1.53139183678301E+018,1.53139183680107E+018,34333,30966
1.53139183683733E+018,1.53139183683407E+018,34392,31029
1.5313918368946E+018,1.53139183690807E+018,34473,31109
1.53139183699234E+018,1.53139183694107E+018,34489,31124
1.5313918370244E+018,1.53139183704207E+018,34502,31139
1.53139183707933E+018,1.53139183707407E+018,34502,31140
1.53139183711526E+018,1.53139183713507E+018,34502,31141
1.53139183716832E+018,1.53139183716807E+018,34502,31140
1.53139183722093E+018,1.53139183723807E+018,34502,31141
1.53139183728243E+018,1.53139183727107E+018,34502,31141
1.53139183731013E+018,1.53139183733407E+018,34502,31141
1.53139183736337E+018,1.53139183736707E+018,34502,31141
1.53139183742933E+018,1.53139183740007E+018,34502,31141
1.53139183745304E+018,1.53139183745607E+018,34502,31141
1.53139183751092E+018,1.53139183749007E+018,34502,31141
1.53139183753233E+018,1.53139183755907E+018,34502,31141
1.53139183758521E+018,1.53139183759207E+018,34503,31141
1.53139183763626E+018,1.53139183762407E+018,34502,31141
1.53139183765733E+018,1.53139183767807E+018,34502,31141
1.53139183772853E+018,1.53139183771307E+018,34502,31141
1.5313918377568E+018,1.53139183777107E+018,34502,31141
1.53139183781195E+018,1.53139183780407E+018,34503,31141
1.53139183784168E+018,1.53139183786007E+018,34502,31141
1.53139183791984E+018,1.53139183789207E+018,34502,31141
1.53139183795238E+018,1.53139183796607E+018,34502,31140
1.53139183801142E+018,1.53139183799907E+018,34502,31141
1.53139183803872E+018,1.53139183806507E+018,34502,31141
1.53139183809359E+018,1.53139183809807E+018,34502,31141
1.53139183814501E+018,1.53139183813107E+018,34502,31140
1.53139183816731E+018,1.53139183817907E+018,34502,31141
1.53139183821958E+018,1.53139183821307E+018,34502,31141
1.53139183825702E+018,1.53139183827407E+018,34502,31141
1.53139183831058E+018,1.53139183830807E+018,34502,31141
1.53139183836778E+018,1.53139183838007E+018,34502,31141
1.5313918384478E+018,1.53139183843009E+018,34502,31141
1.53139183849366E+018,1.53139183852509E+018,34502,31141
1.53139183854666E+018,1.53139183855809E+018,34502,31141
1.53139183859917E+018,1.53139183863509E+018,34502,31140
1.53139183865163E+018,1.53139183866909E+018,34502,31141
1.53139183871696E+018,1.53139183874709E+018,34502,31141
1.53139183877289E+018,1.53139183878009E+018,34502,31141
1.53139183882342E+018,1.53139183881209E+018,34502,31141
1.53139183884677E+018,1.53139183886509E+018,34502,31141
