%time,field.data
1538333041794404554,277
1538333041907102886,279
1538333042026420449,277
1538333042149093915,282
1538333042246187929,282
1538333042358233590,279
1538333042456390627,281
1538333042550044686,289
1538333042650564333,278
1538333042766368031,280
1538333042865772957,281
1538333042968420922,278
1538333043075060963,280
1538333043178277278,279
1538333043278838420,281
1538333043385540895,287
1538333043489628462,280
1538333043598240533,409
1538333043698993406,282
1538333043798443033,287
1538333043899542455,278
1538333044030262815,279
1538333044143651073,280
1538333044242289560,283
1538333044348240361,279
1538333044450565787,278
1538333044558570005,276
1538333044682547193,277
1538333044782670524,279
1538333044886412367,280
1538333044978719539,282
1538333045078292905,330
1538333045211238781,287
1538333045330211363,279
1538333045446519720,301
1538333045550518520,280
1538333045646329236,284
1538333045768089520,279
1538333045862664506,279
1538333045966532291,280
1538333046064641106,281
1538333046168249924,280
1538333046289399629,280
1538333046382673494,280
1538333046482519279,283
1538333046578547768,289
1538333046686579073,280
1538333046790543953,281
1538333046908558497,279
1538333047014652239,281
1538333047102857750,275
1538333047204207928,286
1538333047317193165,281
1538333047396051177,277
1538333047512260165,280
1538333047626361992,282
1538333047730400881,281
1538333047837357317,279
1538333047946611104,287
1538333048030394142,283
1538333048168351643,281
1538333048286658926,279
1538333048382830595,274
1538333048494395323,272
1538333048590643924,274
1538333048690603014,351
1538333048786841011,355
1538333048886436103,328
1538333049002392645,274
1538333049113897598,274
1538333049222745244,271
1538333049318436797,275
1538333049414451123,267
1538333049522627158,273
1538333049616316540,267
1538333049718471932,267
1538333049846860495,270
1538333049944402322,273
1538333050034651340,276
1538333050139649482,272
1538333050260449851,269
1538333050334361538,273
1538333050440323154,269
1538333050569589986,268
1538333050672175012,270
1538333050767989389,263
1538333050892395876,271
1538333050997017346,267
1538333051110852426,304
1538333051203094686,269
1538333051291772544,268
1538333051414921661,303
1538333051538609367,270
1538333051630411277,269
1538333051745049338,270
1538333051852515466,268
1538333051952538106,270
1538333052063379530,267
1538333052176294065,269
1538333052270472974,271
1538333052394591681,268
1538333052510708749,271
1538333052626488536,272
1538333052710744438,270
1538333052800269226,268
1538333052906794343,274
1538333053003741645,269
1538333053128257315,273
1538333053230686873,262
1538333053339919017,268
1538333053440451123,270
1538333053543979051,269
1538333053651307632,274
1538333053758852727,273
1538333053858815206,268
1538333053968803737,270
1538333054070854997,271
1538333054176253766,300
1538333054274987438,270
1538333054386878329,268
1538333054470775569,267
1538333054583095339,268
1538333054670566685,269
1538333054808606521,268
1538333054924554219,263
1538333055026850974,264
1538333055147619325,261
1538333055230635860,262
1538333055345032009,263
1538333055439733862,269
1538333055538968050,263
1538333055646688573,288
1538333055750978288,264
1538333055854823507,263
1538333055944623516,265
1538333056053587769,295
1538333056163012636,263
1538333056285946036,263
1538333056380543527,264
1538333056475070426,270
1538333056579039580,264
1538333056686915785,262
1538333056794982875,265
1538333056911035856,266
1538333057022774900,264
1538333057126944736,264
1538333057226924069,262
1538333057334643517,264
1538333057428271211,266
1538333057534780522,264
1538333057646663306,266
1538333057767524328,265
1538333057871041117,265
1538333057979045080,263
1538333058070957917,264
1538333058178987070,263
1538333058278981663,272
1538333058403007229,268
1538333058520185965,261
1538333058630850004,265
1538333058746744748,267
1538333058855081223,261
1538333058951245902,264
1538333059049282948,284
1538333059162764993,268
1538333059287118651,263
1538333059379011619,264
1538333059486782416,262
1538333059587101206,268
1538333059696206753,263
1538333059794993811,264
1538333059911122927,264
1538333060034746902,264
1538333060146743691,264
1538333060256575243,262
1538333060342660974,264
1538333060459105145,265
1538333060571876659,263
1538333060679560066,270
1538333060783068738,299
1538333060899037268,265
1538333060986708757,265
1538333061099076583,263
1538333061199114894,260
1538333061311221433,262
1538333061402532537,261
1538333061504327537,264
1538333061586821687,264
1538333061691159489,262
1538333061800148492,264
1538333061915176728,264
1538333062031133784,265
1538333062131799819,262
1538333062239642885,267
1538333062319007495,260
1538333062425652627,263
1538333062529105362,262
1538333062635100579,254
1538333062744068088,264
1538333062854867399,262
1538333062946748532,285
1538333063047171775,263
1538333063171569606,265
1538333063279317811,273
1538333063371170597,260
1538333063483455208,262
1538333063582502787,262
1538333063687353633,263
1538333063805204464,265
1538333063919246758,315
1538333064014901915,262
1538333064120200053,264
1538333064235244018,264
1538333064335258628,264
1538333064435069335,262
1538333064547164036,264
1538333064634993312,262
1538333064747247284,264
1538333064834051431,270
1538333064931287753,265
1538333065055213006,263
1538333065178992909,263
1538333065292173521,261
1538333065379686350,263
1538333065489230625,355
1538333065591232076,263
1538333065684581033,264
1538333065780643072,264
1538333065884605963,262
1538333065979198080,264
1538333066084988908,267
1538333066209248528,274
1538333066323393608,262
1538333066435311780,264
1538333066538666185,371
1538333066644390565,366
1538333066759210747,263
1538333066863264027,272
1538333066962331032,269
1538333067068251577,266
1538333067175012329,270
1538333067291215614,269
1538333067389933641,263
1538333067493122075,269
1538333067590852378,264
1538333067724911607,260
1538333067839260832,264
1538333067959381074,264
1538333068052398744,262
1538333068163096347,265
1538333068252308124,264
1538333068359368509,270
1538333068467319581,267
1538333068580416218,271
1538333068691097091,271
1538333068811280737,268
1538333068927369528,265
1538333069023284835,263
1538333069128045380,264
1538333069243434845,264
1538333069355389358,263
1538333069459267359,264
1538333069563311791,257
1538333069671328628,259
1538333069775655871,257
1538333069885452230,255
1538333069983487732,254
1538333070071343984,255
1538333070172865416,263
1538333070295255625,260
1538333070421818708,258
1538333070537112544,251
1538333070637581461,257
1538333070727571221,249
1538333070855223279,249
1538333070963504500,251
1538333071065138639,248
1538333071173415443,249
1538333071287252219,251
1538333071393451028,253
1538333071491381731,323
1538333071581464358,253
1538333071687381513,249
1538333071781110516,252
1538333071891365598,252
1538333072015403674,251
1538333072103262697,238
1538333072227410088,251
1538333072343513341,253
1538333072447219599,252
1538333072531912889,251
1538333072639577355,253
1538333072743422862,250
1538333072851220509,253
1538333072947472441,251
1538333073051409823,254
1538333073155316378,249
1538333073263601506,250
1538333073347167181,252
1538333073447208718,251
1538333073551274796,250
1538333073663272349,243
1538333073767287813,252
1538333073879474052,257
1538333073975225073,252
1538333074083148706,251
1538333074180067900,251
1538333074287386335,251
1538333074391500336,249
1538333074487498649,252
1538333074595497300,251
1538333074713656149,250
1538333074817537824,253
1538333074913492760,253
1538333075015304995,251
1538333075114240159,253
1538333075211630551,251
1538333075309124457,254
1538333075411545365,253
1538333075509903202,249
1538333075626578780,253
1538333075741391460,252
1538333075831219139,253
1538333075942403019,251
1538333076051490846,252
1538333076163319212,253
1538333076263619541,248
1538333076370944479,241
1538333076471409821,251
1538333076599706011,254
1538333076715574424,251
1538333076799529416,254
1538333076907715033,247
1538333077027772522,283
1538333077174147199,252
1538333077282191913,249
1538333077339210636,334
1538333077431640722,253
1538333077539451786,250
1538333077640541234,254
1538333077734227614,250
1538333077843341206,250
1538333077947813830,245
1538333078067461675,253
1538333078167451059,253
1538333078259788473,244
1538333078403613736,250
1538333078515666809,250
1538333078611706965,251
1538333078736326804,251
1538333078836412833,251
1538333078948908248,254
1538333079067412966,322
1538333079169586010,251
1538333079275774762,250
1538333079371631353,253
1538333079471646424,252
1538333079571642099,253
1538333079711583040,251
1538333079811487744,251
1538333079923688977,250
1538333080016485758,247
1538333080127508964,356
1538333080214903460,252
1538333080337248031,252
1538333080425306801,253
1538333080529396076,246
1538333080621428344,250
1538333080719533409,259
1538333080823678467,251
1538333080943092777,245
1538333081033398614,254
1538333081135151072,281
1538333081232734734,252
1538333081339098061,247
1538333081436257882,253
1538333081538653527,253
1538333081639660904,248
1538333081744891012,255
1538333081839477893,251
1538333081947646774,247
1538333082063931053,249
1538333082152514764,251
1538333082260298839,245
1538333082375862132,251
1538333082497861576,251
1538333082600237892,246
1538333082687622652,252
1538333082791579448,258
1538333082899772787,246
1538333082991765510,269
1538333083103447517,258
1538333083203571769,252
1538333083331818184,252
1538333083436165342,252
1538333083527796091,253
1538333083632476177,330
1538333083739633640,255
1538333083860486794,249
1538333083967914137,250
1538333084091849957,258
1538333084187871746,248
1538333084283234872,253
1538333084387761197,253
1538333084503841137,252
1538333084591784604,247
1538333084707859111,253
1538333084815735432,251
1538333084933271790,245
1538333085040573385,249
1538333085127709439,255
1538333085227837253,253
1538333085335738223,249
1538333085440340277,250
1538333085535905892,254
1538333085643834362,252
1538333085748099431,250
1538333085851912714,253
1538333085967938974,251
1538333086071820419,251
1538333086172546299,252
1538333086285440968,251
1538333086379712537,309
1538333086489973894,250
1538333086600092320,254
1538333086698250797,250
1538333086832240083,256
1538333086952226426,253
1538333087068017886,252
1538333087164359247,251
1538333087259969006,256
1538333087375860927,250
1538333087471863108,244
1538333087579900158,257
1538333087692271429,289
1538333087779947278,263
1538333087895879815,260
1538333088003915419,259
1538333088107929448,257
1538333088208536155,260
1538333088311980224,253
1538333088410864244,252
1538333088533279144,251
1538333088654955065,249
1538333088742363312,251
1538333088836043825,384
1538333088943937865,250
1538333089040167990,253
1538333089155969491,251
1538333089248137263,253
1538333089364396359,251
1538333089452646541,250
1538333089589571322,253
1538333089704066175,242
1538333089792884111,306
1538333089901507183,251
1538333089993793001,246
1538333090100338130,294
1538333090205624531,253
1538333090324617841,247
1538333090427031938,248
1538333090524421677,248
1538333090636373773,248
1538333090727959028,338
1538333090840109945,246
1538333090930142532,246
1538333091028118880,249
1538333091137266309,256
1538333091267866909,249
1538333091384146348,253
1538333091469565498,250
1538333091568035518,251
1538333091672028093,251
1538333091791892090,249
1538333091891894679,252
1538333091996519303,250
1538333092109609020,251
1538333092238024011,252
1538333092351571758,249
1538333092436804484,252
1538333092544788199,249
1538333092644565131,252
1538333092740165859,253
1538333092848115873,251
1538333092966353100,243
1538333093067309978,245
1538333093159963426,245
1538333093256124156,240
1538333093362342330,239
1538333093481450054,242
1538333093568409564,238
1538333093708205344,247
1538333093812376815,239
1538333093909920975,239
1538333094025811876,239
1538333094108151570,238
1538333094214057300,240
1538333094324498083,239
1538333094452473776,240
1538333094544392933,236
1538333094647982818,265
1538333094764305561,261
1538333094852967608,240
1538333094960204952,239
1538333095063102061,241
1538333095184134035,278
1538333095296841384,240
1538333095416174545,240
1538333095495911467,236
1538333095614876092,241
1538333095697592389,238
1538333095793072759,239
1538333095896791445,239
1538333096023082263,235
1538333096139957298,245
1538333096223866408,267
1538333096327061988,240
1538333096443548278,323
1538333096552106834,241
1538333096642098365,239
1538333096751052844,239
1538333096850204252,257
1538333096961845210,281
1538333097056521319,239
1538333097165885807,243
1538333097272037111,242
1538333097384247461,238
1538333097473882629,238
1538333097581651413,239
1538333097689883141,239
1538333097793649437,237
1538333097884384970,291
1538333098016246430,238
1538333098106690100,241
1538333098210691187,242
1538333098317962776,242
1538333098428577076,239
1538333098524301171,238
1538333098630497388,238
1538333098740257009,240
1538333098856245343,237
1538333098944161775,248
1538333099056317488,240
1538333099151575417,242
1538333099240674522,239
1538333099346146497,304
1538333099452282172,240
1538333099551861698,241
1538333099664473507,239
1538333099760758442,239
1538333099898160029,240
1538333100009793217,239
1538333100088313477,240
1538333100202297793,237
1538333100320370629,240
1538333100397263453,244
1538333100510937273,238
1538333100621398317,243
1538333100704577327,241
1538333100846072525,240
1538333100954889716,239
1538333101036088463,238
1538333101144314368,294
1538333101252434122,241
1538333101338748259,239
1538333101448273535,240
1538333101548296645,239
1538333101658132938,240
1538333101752778177,239
1538333101884418146,241
1538333102001115016,243
1538333102096436377,239
1538333102203473896,241
1538333102310048851,240
1538333102414821289,240
1538333102500078511,239
1538333102608350375,243
1538333102708277745,242
1538333102796706907,241
1538333102908420321,238
1538333103028384905,239
1538333103124333177,239
1538333103247029840,240
1538333103328395061,241
1538333103438698343,276
1538333103523350885,241
1538333103630164374,240
1538333103742218242,241
1538333103845007288,241
1538333103929954911,244
1538333104039858984,242
1538333104133653116,240
1538333104240279270,279
1538333104336549680,244
1538333104439684367,239
1538333104557281332,239
1538333104694503051,242
1538333104783594476,247
1538333104892575663,240
1538333104977968017,241
1538333105085689250,292
1538333105194394093,241
1538333105278355688,240
1538333105395818027,240
1538333105520472095,268
1538333105617309754,238
1538333105735187186,239
1538333105824212603,241
1538333105939547255,240
1538333106040483602,238
1538333106124405774,272
1538333106246389250,239
1538333106361753300,240
1538333106459581330,240
1538333106562374283,241
1538333106668449142,240
1538333106772465082,240
1538333106868369963,241
1538333106973156045,240
1538333107084518591,239
1538333107184513065,240
1538333107291791975,239
1538333107406316928,239
1538333107501980123,239
1538333107616466043,236
1538333107736377769,239
1538333107824268378,239
1538333107924851534,238
1538333108032346105,246
1538333108154419019,242
1538333108244455918,242
1538333108345022969,237
1538333108443636479,242
1538333108540528491,243
1538333108648537840,238
1538333108736684004,239
1538333108849290146,239
1538333108968632217,233
1538333109086467213,249
1538333109168424974,310
1538333109279205116,241
1538333109370772726,240
1538333109476827124,242
1538333109576638349,235
1538333109689092151,234
1538333109782496348,235
1538333109877079208,233
1538333109988658231,238
1538333110116854027,233
1538333110234281717,310
1538333110321775127,234
1538333110428656556,233
1538333110531099530,233
1538333110632420945,234
1538333110745185799,233
1538333110828733037,236
1538333110932955145,234
1538333111047559589,238
1538333111144560154,237
1538333111235020088,286
1538333111337143473,234
1538333111444764465,234
1538333111555633776,232
1538333111661172142,237
1538333111764560020,242
1538333111883219244,230
1538333111972757922,235
1538333112074090779,234
1538333112180563743,231
1538333112296529253,232
1538333112390856587,227
1538333112492721381,233
1538333112609225726,234
1538333112730611437,285
1538333112816783092,234
1538333112920701044,238
1538333113026506518,233
1538333113128752320,230
1538333113244824276,233
1538333113360846426,229
1538333113476639513,233
1538333113569333462,236
1538333113673454490,230
1538333113781447147,228
1538333113896830946,227
1538333113992617139,227
1538333114093187250,228
1538333114204803129,233
1538333114327570627,226
1538333114408868477,233
1538333114521130778,234
1538333114606276519,313
1538333114714336992,229
1538333114821825594,226
1538333114932789712,226
1538333115036503966,229
1538333115145115317,229
1538333115244799302,232
1538333115367801869,229
1538333115462636506,237
1538333115556915569,227
1538333115668660500,241
1538333115772673333,225
1538333115861281495,228
1538333115962605282,227
1538333116068964726,228
1538333116173598063,226
1538333116269391220,234
1538333116380699179,229
1538333116494993587,227
1538333116597492123,230
1538333116692726576,227
1538333116801749859,339
1538333116913042702,233
1538333117010081653,227
1538333117125015596,228
1538333117232734641,228
1538333117328936145,228
1538333117436975279,229
1538333117544761976,233
1538333117652671936,228
1538333117737126205,228
1538333117848901590,342
1538333117945993105,228
1538333118053014770,228
1538333118149142127,229
1538333118281086212,228
1538333118386346086,227
1538333118520980322,229
1538333118637218784,226
1538333118720737639,229
1538333118830672446,227
1538333118931736430,228
1538333119037102304,227
1538333119152907698,227
1538333119262019853,227
1538333119373008095,229
1538333119478672597,228
1538333119566229884,230
1538333119677189435,231
1538333119797579495,228
1538333119885255061,219
1538333119981812530,228
1538333120103423706,230
1538333120196885685,229
1538333120302809065,226
1538333120406171603,229
1538333120501992778,242
1538333120637959221,232
1538333120741230282,235
1538333120849118325,227
1538333120965445973,227
1538333121061138177,227
1538333121178774032,231
1538333121285478415,227
1538333121393083743,227
1538333121501049761,228
1538333121605157929,232
1538333121734649111,229
1538333121824725029,227
1538333121928966804,228
1538333122028860059,228
1538333122145051838,272
1538333122262239338,226
1538333122365165328,229
1538333122477532594,227
1538333122574836435,331
1538333122681777954,225
1538333122820967774,228
1538333122937163782,228
1538333123042817514,229
1538333123145183113,228
1538333123228802528,228
1538333123341267633,229
1538333123457686934,228
1538333123568958718,227
1538333123690035024,225
1538333123787003607,226
1538333123897072272,227
1538333123984844649,228
1538333124093355467,230
1538333124191651704,293
1538333124299288230,228
1538333124393169803,237
1538333124501229933,297
1538333124613265721,229
1538333124717694813,230
1538333124826990144,226
1538333124921146259,226
1538333125033269655,223
1538333125126850238,228
1538333125238123329,316
1538333125361255603,238
1538333125449074611,227
1538333125557561952,269
1538333125674983958,229
1538333125777254454,227
1538333125886970880,292
1538333126009911691,228
1538333126102893733,229
1538333126215414878,230
1538333126329277074,227
1538333126433082130,229
1538333126537080722,227
1538333126633048538,228
1538333126742261135,227
1538333126844036477,237
1538333126940040042,228
1538333127057349666,225
1538333127165202141,225
1538333127285403238,225
1538333127405393812,232
1538333127489123175,228
1538333127585101658,229
1538333127693099118,229
1538333127803108419,228
1538333127926398392,234
1538333128037067644,233
1538333128155219828,237
1538333128253469655,234
1538333128345253046,257
1538333128450419296,234
1538333128574136025,231
1538333128657258508,232
1538333128789353803,229
1538333128881369822,226
1538333128995000478,226
1538333129085066105,236
1538333129193386559,225
1538333129285319216,226
1538333129395370181,239
1538333129505294017,224
1538333129625956937,226
1538333129725491238,230
1538333129820955645,227
1538333129939546127,228
1538333130061181317,221
1538333130169374510,222
1538333130265129946,217
1538333130379070589,226
1538333130475054675,349
1538333130594539280,221
1538333130685677710,245
1538333130793517235,220
1538333130897443832,216
1538333131002109913,213
1538333131107112823,216
1538333131213785975,218
1538333131305454447,218
1538333131417416237,222
1538333131513468227,215
1538333131613275552,222
1538333131725805280,215
1538333131809473738,356
1538333131945533064,214
1538333132045256298,218
1538333132169496443,217
1538333132285524034,216
1538333132385440997,216
1538333132477367390,214
1538333132577488628,215
1538333132677395466,218
1538333132829539242,281
1538333132926459620,219
1538333133034168041,263
1538333133153494396,253
1538333133253319375,216
1538333133349264379,337
1538333133449725202,216
1538333133543481113,219
1538333133645278061,221
1538333133753323192,214
1538333133865868671,251
1538333133973349947,216
1538333134077336429,216
1538333134193328540,221
1538333134317694001,218
1538333134432081595,218
1538333134525358702,214
1538333134629394772,215
1538333134741323700,217
1538333134853297604,215
1538333134965408099,217
1538333135081310852,213
1538333135173556705,218
1538333135278020040,217
1538333135393610302,337
1538333135497520434,216
1538333135601333415,222
1538333135721728648,217
1538333135838741709,217
1538333135929560265,215
1538333136033917758,218
1538333136129995043,216
1538333136233723125,217
1538333136353378309,213
1538333136446671226,217
1538333136559411810,236
1538333136645618790,216
1538333136753056109,221
1538333136979605707,216
1538333137022305081,218
1538333137058953187,215
1538333137165350150,216
1538333137286276334,240
1538333137420209585,214
1538333137473618919,216
1538333137573652746,219
1538333137678789828,217
1538333137777749133,216
1538333137885936560,216
1538333138005450256,213
1538333138109718993,219
1538333138209625611,215
1538333138298266870,215
1538333138401657201,218
1538333138512912804,216
1538333138605440353,216
1538333138717803572,217
1538333138797499488,215
1538333138906282171,217
1538333139013696185,215
1538333139125843179,217
1538333139219845205,217
1538333139331437418,217
1538333139423301489,216
1538333139541713702,214
1538333139633419558,215
1538333139751784490,215
1538333139865442846,255
1538333139985720848,206
1538333140101778772,216
1538333140185342033,214
1538333140295239804,212
1538333140394658850,211
1538333140497685096,272
1538333140618973039,215
1538333140693436021,231
1538333140797818714,216
1538333140909739342,214
1538333141009495215,214
1538333141121988159,217
1538333141214486481,217
1538333141317498303,215
1538333141413807568,222
1538333141523983555,215
1538333141634309615,216
1538333141717810195,213
1538333141817865365,215
1538333141921804104,216
1538333142029853453,215
1538333142123667229,216
1538333142237667554,216
1538333142321575294,349
1538333142466538914,215
1538333142569818811,307
1538333142675506421,218
1538333142769615542,215
1538333142869600709,216
1538333142979511463,215
1538333143085934982,217
1538333143211704109,215
1538333143325950148,210
1538333143421972196,217
1538333143529844415,216
1538333143621791196,235
1538333143725800339,217
1538333143821965672,214
1538333143918439527,227
1538333144123262242,216
1538333144158758333,283
1538333144246796539,216
1538333144372316469,214
1538333144522319150,217
1538333144676931667,213
1538333144687080823,217
1538333144827127750,209
1538333144864058556,218
1538333144993882135,216
1538333145065790726,208
1538333145164050885,217
1538333145301675368,218
1538333145416504258,216
1538333145601263856,259
1538333145618170757,213
1538333145744570827,217
1538333145909959913,214
1538333146053723649,209
1538333146059505823,218
1538333146215205844,216
1538333146358028557,213
1538333146374049030,210
1538333146523106368,216
1538333146666628040,210
1538333146695500173,210
1538333146829997383,209
1538333146973036928,217
1538333146993558272,214
1538333147118860312,210
1538333147221807785,261
1538333147335408304,215
1538333147438820357,214
1538333147537925407,213
1538333147658021215,215
1538333147771564773,216
1538333147875562970,333
1538333147970746298,216
1538333148077034789,215
1538333148164334951,212
1538333148265827803,208
1538333148377793021,216
1538333148493956379,217
1538333148607551199,218
1538333148694762333,219
1538333148801777990,340
1538333148897794507,217
1538333148997653795,214
1538333149089665194,214
1538333149190123465,220
1538333149286051388,209
1538333149386014228,217
1538333149500551247,259
1538333149594009661,213
1538333149694050341,215
1538333149800354573,216
1538333149898034567,220
1538333150014016848,217
1538333150117880446,216
1538333150222178774,217
1538333150309858160,215
