time,stamp,magnetic_x,magnetic_y,magnetic_z,magnetic_field_variance_x,magnetic_field_variance_y,magnetic_field_variance_z
1.5313917750865E+018,1.53139177500595E+018,0.0000168,0.0001932,0.0003474,0.0048000002,0.0048000002,0.0048000002
1.53139177509674E+018,1.53139177500795E+018,0.0000186,0.0001992,0.0003408,0.0048000002,0.0048000002,0.0048000002
1.53139177510466E+018,1.53139177501395E+018,0.0000186,0.0001992,0.0003408,0.0048000002,0.0048000002,0.0048000002
1.53139177511253E+018,1.53139177501895E+018,0.0000156,0.000192,0.0003492,0.0048000002,0.0048000002,0.0048000002
1.5313917751211E+018,1.53139177502495E+018,0.0000156,0.000192,0.0003492,0.0048000002,0.0048000002,0.0048000002
1.53139177513053E+018,1.53139177502995E+018,0.0000108,0.0001896,0.000351,0.0048000002,0.0048000002,0.0048000002
1.53139177515481E+018,1.53139177503895E+018,0.0000108,0.0001896,0.000351,0.0048000002,0.0048000002,0.0048000002
1.53139177515926E+018,1.53139177504095E+018,0.0000192,0.0001908,0.000351,0.0048000002,0.0048000002,0.0048000002
1.53139177516479E+018,1.53139177504695E+018,0.0000162,0.000198,0.0003456,0.0048000002,0.0048000002,0.0048000002
1.53139177517056E+018,1.53139177505195E+018,0.0000162,0.000198,0.0003456,0.0048000002,0.0048000002,0.0048000002
1.53139177517566E+018,1.53139177505795E+018,0.0000144,0.0001944,0.0003534,0.0048000002,0.0048000002,0.0048000002
1.53139177518081E+018,1.53139177514695E+018,0.0000144,0.0001944,0.0003534,0.0048000002,0.0048000002,0.0048000002
1.53139177520087E+018,1.53139177515295E+018,0.0000186,0.0001974,0.0003546,0.0048000002,0.0048000002,0.0048000002
1.53139177520815E+018,1.53139177515495E+018,0.0000186,0.0001974,0.0003546,0.0048000002,0.0048000002,0.0048000002
1.53139177521384E+018,1.53139177516095E+018,0.0000126,0.0001872,0.00036,0.0048000002,0.0048000002,0.0048000002
1.53139177521911E+018,1.53139177516595E+018,0.0000168,0.0001974,0.0003408,0.0048000002,0.0048000002,0.0048000002
1.53139177522408E+018,1.53139177517195E+018,0.0000168,0.0001974,0.0003408,0.0048000002,0.0048000002,0.0048000002
1.53139177522957E+018,1.53139177517695E+018,0.000009,0.000198,0.0003468,0.0048000002,0.0048000002,0.0048000002
1.53139177525004E+018,1.53139177518595E+018,0.000009,0.000198,0.0003468,0.0048000002,0.0048000002,0.0048000002
1.53139177525499E+018,1.53139177518895E+018,0.0000192,0.0001956,0.0003456,0.0048000002,0.0048000002,0.0048000002
1.53139177527542E+018,1.53139177523795E+018,0.0000114,0.0001932,0.0003378,0.0048000002,0.0048000002,0.0048000002
1.53139177528045E+018,1.53139177523995E+018,0.000015,0.0001938,0.0003372,0.0048000002,0.0048000002,0.0048000002
1.53139177528556E+018,1.53139177524595E+018,0.0000186,0.0001944,0.0003504,0.0048000002,0.0048000002,0.0048000002
1.5313917752905E+018,1.53139177525095E+018,0.0000186,0.0001944,0.0003504,0.0048000002,0.0048000002,0.0048000002
1.53139177529746E+018,1.53139177525695E+018,0.0000114,0.0001962,0.0003474,0.0048000002,0.0048000002,0.0048000002
1.53139177530253E+018,1.53139177526195E+018,0.0000114,0.0001962,0.0003474,0.0048000002,0.0048000002,0.0048000002
1.53139177532287E+018,1.53139177527095E+018,0.0000216,0.0001932,0.0003474,0.0048000002,0.0048000002,0.0048000002
1.53139177532777E+018,1.53139177527395E+018,0.0000216,0.0001932,0.0003474,0.0048000002,0.0048000002,0.0048000002
1.53139177533256E+018,1.53139177527895E+018,0.0000144,0.0001974,0.0003408,0.0048000002,0.0048000002,0.0048000002
1.53139177533768E+018,1.53139177528395E+018,0.0000144,0.0001974,0.0003408,0.0048000002,0.0048000002,0.0048000002
