%time,field.data
1538332718414474888,404
1538332718543142810,404
1538332718643134427,405
1538332718736436060,403
1538332718847466123,403
1538332718951470172,403
1538332719068423030,407
1538332719172363272,401
1538332719271571687,407
1538332719383575678,403
1538332719479493344,402
1538332719582870268,405
1538332719672263680,518
1538332719776269552,404
1538332719923564419,404
1538332720039485730,404
1538332720140921690,401
1538332720251144995,406
1538332720367233722,404
1538332720479259608,403
1538332720575963849,403
1538332720675460557,404
1538332720775972465,402
1538332720871282551,405
1538332720971575939,400
1538332721091577881,403
1538332721183235118,401
1538332721275386322,405
1538332721385679070,403
1538332721487585429,402
1538332721591297013,403
1538332721699543383,397
1538332721800566208,403
1538332721888207323,404
1538332721999610526,400
1538332722121279358,404
1538332722203479607,403
1538332722339685591,418
1538332722459854436,407
1538332722564780917,403
1538332722675330835,403
1538332722786807958,404
1538332722905631154,402
1538332723019457576,402
1538332723135672121,404
1538332723251688068,402
1538332723355958835,404
1538332723471044173,405
1538332723573296881,469
1538332723687644183,404
1538332723809388010,540
1538332723903343281,403
1538332724012038896,404
1538332724111649580,404
1538332724224271377,402
1538332724315525133,410
1538332724419735298,404
1538332724515661918,508
1538332724619655655,403
1538332724727574658,409
1538332724835443412,437
1538332724942189066,397
1538332725041340217,442
1538332725148432091,405
1538332725254166884,404
1538332725347616678,405
1538332725447388500,402
1538332725550753759,400
1538332725643768327,407
1538332725747644212,402
1538332725845725486,405
1538332725951553665,405
1538332726055346146,405
1538332726153375548,402
1538332726265469717,408
1538332726363633935,405
1538332726471856377,403
1538332726563712595,403
1538332726688483428,402
1538332726779817188,404
1538332726892027154,404
1538332726999549595,402
1538332727104309428,402
1538332727215561076,459
1538332727314800024,403
1538332727415778715,404
1538332727528837692,406
1538332727640956894,402
1538332727744922862,405
1538332727856672996,398
1538332727975108562,402
1538332728067734057,466
1538332728159645851,400
1538332728275540688,406
1538332728367751526,403
1538332728479570574,403
1538332728599805716,408
1538332728709670817,401
1538332728804577942,405
1538332728915916143,398
1538332729007842705,408
1538332729111761642,403
1538332729223611349,404
1538332729344772739,411
1538332729459525600,405
1538332729554246904,402
1538332729658904853,401
1538332729763596761,405
1538332729861619050,402
1538332729963815867,404
1538332730084096764,421
1538332730175348497,402
1538332730271857169,426
1538332730391893304,404
1538332730503800296,402
1538332730623983050,406
1538332730728246685,404
1538332730827956089,404
1538332730923908191,403
1538332731035933302,404
1538332731149749513,403
1538332731252216081,403
1538332731354192025,407
1538332731456728500,403
1538332731567782132,402
1538332731684172803,400
1538332731783932499,407
1538332731885747275,407
1538332731979626918,402
1538332732083806982,400
1538332732195962280,526
1538332732300511283,405
1538332732405606977,401
1538332732495743451,403
1538332732619907627,400
1538332732724266021,404
1538332732832225144,401
1538332732915881999,442
1538332733024076343,404
1538332733131926644,404
1538332733235868632,406
1538332733331712904,403
1538332733434244118,408
1538332733544794206,403
1538332733638644232,405
1538332733743948176,462
1538332733851765675,402
1538332733952602339,407
1538332734080081444,401
1538332734199867311,404
1538332734303820017,402
1538332734398562777,407
1538332734524858659,406
1538332734636742681,400
1538332734734202033,403
1538332734836598831,403
1538332734939959096,404
1538332735035731137,402
1538332735144684905,405
1538332735251790748,400
1538332735359765801,404
1538332735451975013,403
1538332735543754778,406
1538332735661701877,401
1538332735764013800,403
1538332735851783260,403
1538332735962326141,406
1538332736068039449,456
1538332736159798332,404
1538332736285563571,403
1538332736372194754,404
1538332736475981186,403
1538332736592576765,405
1538332736691988274,403
1538332736791863308,487
1538332736903911954,403
1538332737007802342,408
1538332737101517969,404
1538332737224697065,408
1538332737328933276,404
1538332737436122217,402
1538332737560109202,404
1538332737671823819,401
1538332737792705791,406
1538332737903832544,403
1538332738012275730,424
1538332738117783557,401
1538332738204159171,415
1538332738319930167,403
1538332738436878427,403
1538332738545634746,512
1538332738651924401,403
1538332738769974349,402
1538332738858504652,404
1538332738956645980,403
1538332739064045444,405
1538332739160098575,412
1538332739264143748,403
1538332739392656635,512
1538332739487970228,401
1538332739608058080,402
1538332739715876068,405
1538332739812122368,402
1538332739943940184,406
1538332740040112983,403
1538332740129659151,423
1538332740248064038,402
1538332740372015551,402
1538332740468303077,404
1538332740572142557,403
1538332740672922536,402
1538332740768120057,404
1538332740899915087,404
1538332741011768820,405
1538332741108042142,399
1538332741202147458,401
1538332741309588681,405
1538332741409396669,405
1538332741509163678,404
1538332741604946398,404
1538332741704263450,403
1538332741804346975,404
1538332741908189934,403
1538332742012050064,440
1538332742125044920,402
1538332742224282599,404
1538332742326654602,406
1538332742433077067,401
1538332742540291248,402
1538332742661467772,401
1538332742760171830,404
1538332742856212077,402
1538332742973901597,410
1538332743072608615,398
1538332743184068631,405
1538332743292608621,403
1538332743396141527,403
1538332743508098608,404
1538332743600224813,402
1538332743700814515,406
1538332743820218819,403
1538332743913674725,404
1538332744012132346,400
1538332744112202825,403
1538332744233345186,401
1538332744324529541,401
1538332744432338356,403
1538332744536872379,527
1538332744643997274,403
1538332744732622593,401
1538332744832164614,412
1538332744944740951,404
1538332745068405022,401
1538332745192133366,403
1538332745284187401,405
1538332745398711091,402
1538332745522672971,404
1538332745622196873,404
1538332745708556331,402
1538332745811858744,410
1538332745908209978,402
1538332746020428513,434
1538332746132278133,405
1538332746252216798,401
1538332746348545347,404
1538332746460219070,403
1538332746546599999,403
1538332746651838264,400
1538332746758360284,403
1538332746876375464,443
1538332746971561280,400
1538332747084097816,403
1538332747183374595,403
1538332747294270631,397
1538332747404404393,401
1538332747517886826,403
1538332747612449284,407
1538332747716314243,402
1538332747832382344,403
1538332747929317557,404
1538332748028210130,403
1538332748145249705,404
1538332748232241763,403
1538332748332409374,408
1538332748441931686,406
1538332748540894761,405
1538332748639551887,402
1538332748744277446,402
1538332748868474509,404
1538332748954006036,403
1538332749056611383,402
1538332749167258514,402
1538332749264183792,402
1538332749372501414,405
1538332749476430270,430
1538332749582446801,440
1538332749684440430,404
1538332749808931299,402
1538332749896379112,403
1538332750000260223,498
1538332750094092879,401
1538332750208262674,402
1538332750340497131,404
1538332750444477133,405
1538332750552518047,453
1538332750660427020,425
